feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,pose_label
0.5133075714111328,0.17250841856002808,-0.2382066547870636,0.9999994039535522,0.5960691571235657,0.28122055530548096,0.08972372859716415,0.999661922454834,0.4317772686481476,0.28665438294410706,0.08145373314619064,0.9999120235443115,0.7117606401443481,0.3149595856666565,-0.004203185439109802,0.9987331032752991,0.3121696710586548,0.30919909477233887,-0.01750832051038742,0.9992905855178833,0.7353411316871643,0.1701902449131012,-0.12153016030788422,0.9959710240364075,0.27065175771713257,0.17082011699676514,-0.20798642933368683,0.9983172416687012,0.5624610185623169,0.5922954678535461,-0.010119394399225712,0.9994223117828369,0.4558325409889221,0.587009608745575,0.010097622871398926,0.9998149275779724,0.7329316735267639,0.6509703993797302,-0.3147820234298706,0.996340811252594,0.290121853351593,0.6555162668228149,-0.2861223816871643,0.9984219074249268,0.7264381647109985,0.8950494527816772,-0.029846925288438797,0.992404043674469,0.2971390187740326,0.9032542109489441,-0.012637835927307606,0.9982267022132874,0.7078629732131958,0.9294439554214478,-0.007093733176589012,0.9848804473876953,0.313625693321228,0.9387601017951965,0.00985728669911623,0.9936443567276001,0.7966474294662476,0.9426158666610718,-0.14971868693828583,0.9763644337654114,0.22879661619663239,0.9535913467407227,-0.12008543312549591,0.9875213503837585,0
0.5133075714111328,0.17250841856002808,-0.2382066547870636,0.9999994039535522,0.5960691571235657,0.28122055530548096,0.08972372859716415,0.999661922454834,0.4317772686481476,0.28665438294410706,0.08145373314619064,0.9999120235443115,0.7117606401443481,0.3149595856666565,-0.004203185439109802,0.9987331032752991,0.3121696710586548,0.30919909477233887,-0.01750832051038742,0.9992905855178833,0.7353411316871643,0.1701902449131012,-0.12153016030788422,0.9959710240364075,0.27065175771713257,0.17082011699676514,-0.20798642933368683,0.9983172416687012,0.5624610185623169,0.5922954678535461,-0.010119394399225712,0.9994223117828369,0.4558325409889221,0.587009608745575,0.010097622871398926,0.9998149275779724,0.7329316735267639,0.6509703993797302,-0.3147820234298706,0.996340811252594,0.290121853351593,0.6555162668228149,-0.2861223816871643,0.9984219074249268,0.7264381647109985,0.8950494527816772,-0.029846925288438797,0.992404043674469,0.2971390187740326,0.9032542109489441,-0.012637835927307606,0.9982267022132874,0.7078629732131958,0.9294439554214478,-0.007093733176589012,0.9848804473876953,0.313625693321228,0.9387601017951965,0.00985728669911623,0.9936443567276001,0.7966474294662476,0.9426158666610718,-0.14971868693828583,0.9763644337654114,0.22879661619663239,0.9535913467407227,-0.12008543312549591,0.9875213503837585,0
0.4977811574935913,0.13603201508522034,-0.39508044719696045,0.999997615814209,0.5791757106781006,0.2386280745267868,-0.07064907252788544,0.9995676875114441,0.43299195170402527,0.24633274972438812,-0.07259173691272736,0.9998346567153931,0.6929434537887573,0.2704731225967407,-0.32195085287094116,0.998818576335907,0.31690508127212524,0.2859185039997101,-0.3354116380214691,0.9993550181388855,0.6642006635665894,0.16123786568641663,-0.615850031375885,0.9953088164329529,0.33460795879364014,0.1741451919078827,-0.6479489207267761,0.9961467981338501,0.5595892071723938,0.5195564031600952,-0.004712563008069992,0.9995115995407104,0.464774489402771,0.5218275189399719,0.004482835065573454,0.9997147917747498,0.6665683388710022,0.6641345620155334,-0.32177749276161194,0.9766167998313904,0.35524511337280273,0.6702161431312561,-0.29566556215286255,0.9901806116104126,0.6702022552490234,0.855795681476593,-0.04123697802424431,0.9646182656288147,0.3549175262451172,0.8539957404136658,0.006340886931866407,0.9834709763526917,0.6455576419830322,0.8893090486526489,-0.02183469571173191,0.9328086376190186,0.37467241287231445,0.8891690373420715,0.027953220531344414,0.9438796639442444,0.7251477837562561,0.9056589007377625,-0.19562697410583496,0.9204424619674683,0.28773656487464905,0.8976595401763916,-0.1387798935174942,0.9371589422225952,0
0.4977811574935913,0.13603201508522034,-0.39508044719696045,0.999997615814209,0.5791757106781006,0.2386280745267868,-0.07064907252788544,0.9995676875114441,0.43299195170402527,0.24633274972438812,-0.07259173691272736,0.9998346567153931,0.6929434537887573,0.2704731225967407,-0.32195085287094116,0.998818576335907,0.31690508127212524,0.2859185039997101,-0.3354116380214691,0.9993550181388855,0.6642006635665894,0.16123786568641663,-0.615850031375885,0.9953088164329529,0.33460795879364014,0.1741451919078827,-0.6479489207267761,0.9961467981338501,0.5595892071723938,0.5195564031600952,-0.004712563008069992,0.9995115995407104,0.464774489402771,0.5218275189399719,0.004482835065573454,0.9997147917747498,0.6665683388710022,0.6641345620155334,-0.32177749276161194,0.9766167998313904,0.35524511337280273,0.6702161431312561,-0.29566556215286255,0.9901806116104126,0.6702022552490234,0.855795681476593,-0.04123697802424431,0.9646182656288147,0.3549175262451172,0.8539957404136658,0.006340886931866407,0.9834709763526917,0.6455576419830322,0.8893090486526489,-0.02183469571173191,0.9328086376190186,0.37467241287231445,0.8891690373420715,0.027953220531344414,0.9438796639442444,0.7251477837562561,0.9056589007377625,-0.19562697410583496,0.9204424619674683,0.28773656487464905,0.8976595401763916,-0.1387798935174942,0.9371589422225952,0
0.49045079946517944,0.20650681853294373,-0.2610180675983429,0.9999983310699463,0.5685745477676392,0.3305918872356415,0.03501751273870468,0.999229907989502,0.4215361177921295,0.3393002450466156,0.006949718110263348,0.9997194409370422,0.6707940101623535,0.36652013659477234,-0.004408142529428005,0.9979698061943054,0.3173823356628418,0.3755178451538086,-0.098798006772995,0.999330997467041,0.6982768177986145,0.2331535816192627,-0.07332001626491547,0.9926788806915283,0.29954254627227783,0.23647168278694153,-0.2421201467514038,0.9972508549690247,0.5500673055648804,0.5953121185302734,0.007871773093938828,0.9992030262947083,0.44817104935646057,0.5929162502288818,-0.007937142625451088,0.999572217464447,0.6786386966705322,0.6986402273178101,-0.3187375068664551,0.9963260293006897,0.318642795085907,0.7071775197982788,-0.3167254328727722,0.999134361743927,0.6611202955245972,0.878513753414154,0.019496209919452667,0.9892488718032837,0.327428936958313,0.884602427482605,-0.025730561465024948,0.997281551361084,0.6390804052352905,0.9078012108802795,0.04732285439968109,0.9718204140663147,0.3535497188568115,0.9078872203826904,-0.0006871657096780837,0.979223370552063,0.7000153064727783,0.945810079574585,-0.08344025164842606,0.9682782292366028,0.28915464878082275,0.947869598865509,-0.1297961324453354,0.9836267828941345,0
0.49045079946517944,0.20650681853294373,-0.2610180675983429,0.9999983310699463,0.5685745477676392,0.3305918872356415,0.03501751273870468,0.999229907989502,0.4215361177921295,0.3393002450466156,0.006949718110263348,0.9997194409370422,0.6707940101623535,0.36652013659477234,-0.004408142529428005,0.9979698061943054,0.3173823356628418,0.3755178451538086,-0.098798006772995,0.999330997467041,0.6982768177986145,0.2331535816192627,-0.07332001626491547,0.9926788806915283,0.29954254627227783,0.23647168278694153,-0.2421201467514038,0.9972508549690247,0.5500673055648804,0.5953121185302734,0.007871773093938828,0.9992030262947083,0.44817104935646057,0.5929162502288818,-0.007937142625451088,0.999572217464447,0.6786386966705322,0.6986402273178101,-0.3187375068664551,0.9963260293006897,0.318642795085907,0.7071775197982788,-0.3167254328727722,0.999134361743927,0.6611202955245972,0.878513753414154,0.019496209919452667,0.9892488718032837,0.327428936958313,0.884602427482605,-0.025730561465024948,0.997281551361084,0.6390804052352905,0.9078012108802795,0.04732285439968109,0.9718204140663147,0.3535497188568115,0.9078872203826904,-0.0006871657096780837,0.979223370552063,0.7000153064727783,0.945810079574585,-0.08344025164842606,0.9682782292366028,0.28915464878082275,0.947869598865509,-0.1297961324453354,0.9836267828941345,0
0.5268948674201965,0.3116878569126129,0.3197283446788788,0.9999865293502808,0.48055773973464966,0.36742013692855835,0.08155366033315659,0.9998550415039062,0.5717308521270752,0.36574968695640564,0.12615995109081268,0.9999469518661499,0.409839004278183,0.40220174193382263,0.09368817508220673,0.9956810474395752,0.6421176195144653,0.388151615858078,0.13273043930530548,0.9983919262886047,0.37723493576049805,0.3221863806247711,0.11950773000717163,0.9768736958503723,0.687983512878418,0.3139244318008423,0.15223415195941925,0.9730928540229797,0.49913185834884644,0.5751938223838806,-0.014961300417780876,0.9998655319213867,0.5588065981864929,0.5736253261566162,0.01445658691227436,0.9999353885650635,0.4053564965724945,0.617434561252594,0.0653165802359581,0.9992074370384216,0.6522600054740906,0.6157709956169128,0.13161534070968628,0.9964522123336792,0.384493350982666,0.7799639701843262,-0.01267396379262209,0.9982335567474365,0.6729640960693359,0.7779324650764465,0.04863099381327629,0.9977701902389526,0.39458054304122925,0.79208904504776,-0.015719853341579437,0.9973649382591248,0.6635192036628723,0.7912094593048096,0.04488842934370041,0.9969859719276428,0.36529630422592163,0.842491626739502,0.01751289889216423,0.9911333918571472,0.6904982328414917,0.8359981179237366,0.0802546888589859,0.9860388040542603,0
0.5268948674201965,0.3116878569126129,0.3197283446788788,0.9999865293502808,0.48055773973464966,0.36742013692855835,0.08155366033315659,0.9998550415039062,0.5717308521270752,0.36574968695640564,0.12615995109081268,0.9999469518661499,0.409839004278183,0.40220174193382263,0.09368817508220673,0.9956810474395752,0.6421176195144653,0.388151615858078,0.13273043930530548,0.9983919262886047,0.37723493576049805,0.3221863806247711,0.11950773000717163,0.9768736958503723,0.687983512878418,0.3139244318008423,0.15223415195941925,0.9730928540229797,0.49913185834884644,0.5751938223838806,-0.014961300417780876,0.9998655319213867,0.5588065981864929,0.5736253261566162,0.01445658691227436,0.9999353885650635,0.4053564965724945,0.617434561252594,0.0653165802359581,0.9992074370384216,0.6522600054740906,0.6157709956169128,0.13161534070968628,0.9964522123336792,0.384493350982666,0.7799639701843262,-0.01267396379262209,0.9982335567474365,0.6729640960693359,0.7779324650764465,0.04863099381327629,0.9977701902389526,0.39458054304122925,0.79208904504776,-0.015719853341579437,0.9973649382591248,0.6635192036628723,0.7912094593048096,0.04488842934370041,0.9969859719276428,0.36529630422592163,0.842491626739502,0.01751289889216423,0.9911333918571472,0.6904982328414917,0.8359981179237366,0.0802546888589859,0.9860388040542603,0
0.5246264934539795,0.19136282801628113,-0.299141526222229,0.9999997615814209,0.6063788533210754,0.31820404529571533,0.02108183316886425,0.9998725652694702,0.44352778792381287,0.31769344210624695,0.005765934009104967,0.9999163150787354,0.7279647588729858,0.378511905670166,-0.21192583441734314,0.9992008805274963,0.3215150237083435,0.3661966323852539,-0.22439947724342346,0.9996170997619629,0.7333910465240479,0.2567589282989502,-0.4807310998439789,0.9979173541069031,0.31766366958618164,0.23945730924606323,-0.4867768883705139,0.998712420463562,0.5679059028625488,0.6361144185066223,0.007014238741248846,0.9995660185813904,0.4620380997657776,0.629260241985321,-0.007164554204791784,0.9997468590736389,0.709080159664154,0.7926052808761597,-0.31959259510040283,0.9980454444885254,0.31811434030532837,0.7684129476547241,-0.30236029624938965,0.9993202686309814,0.6779876947402954,0.9648047089576721,0.1403094083070755,0.9916325211524963,0.3259860873222351,0.9698094129562378,0.0632585883140564,0.9984002709388733,0.6609268188476562,0.9888498783111572,0.18105006217956543,0.9737018346786499,0.3415225148200989,0.9806562662124634,0.0952804759144783,0.9837227463722229,0.7098360657691956,1.0284827947616577,0.04532480239868164,0.9740575551986694,0.27762430906295776,1.0419459342956543,-0.0525236651301384,0.9889290928840637,0
0.5246264934539795,0.19136282801628113,-0.299141526222229,0.9999997615814209,0.6063788533210754,0.31820404529571533,0.02108183316886425,0.9998725652694702,0.44352778792381287,0.31769344210624695,0.005765934009104967,0.9999163150787354,0.7279647588729858,0.378511905670166,-0.21192583441734314,0.9992008805274963,0.3215150237083435,0.3661966323852539,-0.22439947724342346,0.9996170997619629,0.7333910465240479,0.2567589282989502,-0.4807310998439789,0.9979173541069031,0.31766366958618164,0.23945730924606323,-0.4867768883705139,0.998712420463562,0.5679059028625488,0.6361144185066223,0.007014238741248846,0.9995660185813904,0.4620380997657776,0.629260241985321,-0.007164554204791784,0.9997468590736389,0.709080159664154,0.7926052808761597,-0.31959259510040283,0.9980454444885254,0.31811434030532837,0.7684129476547241,-0.30236029624938965,0.9993202686309814,0.6779876947402954,0.9648047089576721,0.1403094083070755,0.9916325211524963,0.3259860873222351,0.9698094129562378,0.0632585883140564,0.9984002709388733,0.6609268188476562,0.9888498783111572,0.18105006217956543,0.9737018346786499,0.3415225148200989,0.9806562662124634,0.0952804759144783,0.9837227463722229,0.7098360657691956,1.0284827947616577,0.04532480239868164,0.9740575551986694,0.27762430906295776,1.0419459342956543,-0.0525236651301384,0.9889290928840637,0
